회사명,거래소코드,회계년도,정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),부채비율(IFRS연결),매출액정상영업이익률(IFRS연결),매출액증가율(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS)
(주)케이티앤지,033780,2010/12,-1.35,21.24,8109,25.63,32.94,-4.55,10.59,8.2,2.52,1.95,13.78,10.67
(주)케이티앤지,033780,2011/12,-2.92,-21.93,6368,26.99,29.73,7.56,15.25,9.55,2.85,1.78,17.69,11.08
(주)케이티앤지,033780,2012/12,-6.88,-10.49,5734,30.24,26.35,5.07,16.86,12.82,2.84,2.16,15.78,12
(주)케이티앤지,033780,2013/12,-1.03,-21.69,4485,31.53,26.97,-3.3,23.48,20.23,2.48,2.14,17.99,15.51
(주)케이티앤지,033780,2014/12,17.34,43.32,6428,29.43,29.18,8.43,18.89,13.1,2.95,2.05,19.11,13.26
(주)케이티앤지,033780,2015/12,14.15,29.4,8314,37.72,33.05,0.8,17.04,10.56,3.06,1.9,12.55,7.78
(주)케이티앤지,033780,2016/12,7.5,15.56,9592,37.92,32.87,8.1,17.46,11.73,3.16,2.12,14.16,9.51
(주)케이티앤지,033780,2017/12,-1.89,0.07,9591,27.48,30.88,4.44,17.4,13.05,2.63,1.98,15.74,11.81
(주)케이티앤지,033780,2018/12,-13.02,-25.16,7178,24.85,28.03,-4.19,18.51,15.3,2.32,1.92,24.09,19.92
(주)케이티앤지,033780,2019/12,10.06,14.19,8196,23.03,27.8,11,16.87,14.43,2.1,1.8,19.52,16.7
(주)케이티앤지,033780,2020/12,7.35,13.21,9320,26.14,27.94,6.82,12.53,8.04,1.82,1.17,11.35,7.29
(주)케이티앤지,033780,2021/12,0,0,7898,26.37,25.6,0,13.99,12.56,1.63,1.46,10.81,9.7
(주)케이티앤지,033780,2022/12,-5.28,3.94,8489,31.45,21.66,11.92,14.33,10.98,1.87,1.43,16.69,12.79
(주)크래프톤,259960,2008/12,,,,,,,,,,,,
(주)크래프톤,259960,2009/12,,,,,,,,,,,,
(주)크래프톤,259960,2010/12,,,,,,,,,,,,
(주)크래프톤,259960,2011/12,,,,,,,,,,,,
(주)크래프톤,259960,2012/12,,,,,,,,,,,,
(주)크래프톤,259960,2013/12,,,,,,,,,,,,
(주)크래프톤,259960,2014/12,,,,,,,,,,,,
(주)크래프톤,259960,2015/12,,,,,,,,,,,,
(주)크래프톤,259960,2016/12,,,,,,,,,,,,
(주)크래프톤,259960,2017/12,,,,,,,,,,,,
(주)크래프톤,259960,2018/12,0,0,0,0,26.81,0,0,0,0,0,0,0
(주)크래프톤,259960,2019/12,19.67,11.1,0,69.41,33.04,-2.91,0,0,0,0,0,0
(주)크래프톤,259960,2020/12,115.39,99.48,68855,41.6,46.33,53.61,0,0,0,0,0,0
(주)크래프톤,259960,2021/12,-17.35,-6.54,12022,22.28,33.91,12.92,9.15,6.32,1.08,0.75,7.33,5.06
(주)크래프톤,259960,2022/12,17.5,-3.79,10666,17.94,40.54,-1.71,47.18,16.57,4.57,1.6,42.2,14.82
(주)포스코인터내셔널,047050,2007/12,0,0,1066,177.04,1.02,0,46.29,30.64,5.05,3.34,22.05,14.6
(주)포스코인터내셔널,047050,2008/12,45.87,-15.27,903,225.47,1.07,39.08,51.06,10.96,4.48,0.96,35.37,7.59
(주)포스코인터내셔널,047050,2009/12,27.93,53.08,1343,235.54,1.36,1.03,30.5,13.31,2.87,1.25,7.11,3.1
(주)포스코인터내셔널,047050,2010/12,12.29,-18.43,1063,353.49,1.1,39.14,1863.2,1233.74,6.65,4.41,0,0
(주)포스코인터내셔널,047050,2011/12,-7.72,98.73,2072,366.1,0.84,21.14,28.36,16.82,9.4,5.58,0,0
(주)포스코인터내셔널,047050,2012/12,-6.55,-0.51,1946,241.04,0.86,-9.69,16.47,10.08,6.03,3.69,7.87,4.82
(주)포스코인터내셔널,047050,2013/12,4.58,-34.76,1214,270.75,0.93,-2.63,36.34,26.33,7.36,5.34,0,0
(주)포스코인터내셔널,047050,2014/12,136.71,33.5,1620,293.34,1.84,19.28,27.97,19.01,7.12,4.84,0,0
(주)포스코인터내셔널,047050,2015/12,-1.93,-30.12,1132,232.2,2.1,-14.12,44.17,22.19,5.31,2.67,3.28,1.65
(주)포스코인터내셔널,047050,2016/12,-13.74,-13.72,977,231.07,1.93,-5.9,27.11,10.86,4.09,1.64,3.95,1.58
(주)포스코인터내셔널,047050,2017/12,26.14,58.09,1444,221.47,1.78,36.86,23.36,14.21,2.82,1.72,10.1,6.15
(주)포스코인터내셔널,047050,2018/12,17.77,-11.77,1258,241.96,1.88,11.53,33.19,21.33,2.37,1.53,0,0
(주)포스코인터내셔널,047050,2019/12,28.08,34.95,1697,193.94,2.48,-2.98,13.45,10.43,1.54,1.19,1.65,1.28
(주)포스코인터내셔널,047050,2020/12,-21.62,13.92,1934,163.47,2.21,-12.08,12.04,5.23,1.3,0.56,2.8,1.22
(주)포스코인터내셔널,047050,2021/12,23.37,51.24,2924,206.67,1.72,58.1,17.47,8.77,1.83,0.92,0,0
(주)포스코인터내셔널,047050,2022/12,54.17,63.46,4780,184.58,2.38,11.9,12.08,7.42,1.74,1.07,2.67,1.64
(주)포스코퓨처엠,003670,2007/12,,,,,,,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2008/12,,,,,,,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2009/12,,,,,,,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2010/12,0,0,9653,54.62,9.2,0,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2011/12,67.01,60.99,15540,49.72,9.78,57.21,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2012/12,-20.77,-17.73,12785,35.69,7.1,9.01,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2013/12,-19.32,-22.25,9941,39.34,5.58,2.65,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2014/12,27.86,23.7,12296,40.17,6.93,3.09,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2015/12,-41.01,-52.39,585,33.31,4.59,-10.93,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2016/12,52.36,26.36,740,27.13,7.64,-8.48,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2017/12,21.82,137.03,1753,28.16,8.68,7.11,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2018/12,2.25,27.6,2237,25,7.68,15.57,0,0,0,0,0,0
(주)포스코퓨처엠,003670,2019/12,-15.47,-23.55,1672,71.93,6.06,7.24,39.5,27.68,3.98,2.79,60.15,42.16
(주)포스코퓨처엠,003670,2020/12,-32.93,-70.73,485,103.99,3.85,5.56,120.11,36.03,7.36,2.21,235.83,70.75
(주)포스코퓨처엠,003670,2021/12,0,0,1753,60.86,6.12,0,118.44,65.8,6.2,3.45,154.66,85.92
(주)포스코퓨처엠,003670,2022/12,36.32,-11.85,1527,74.96,5.02,65.96,161.19,64.81,7.8,3.13,0,0
(주)풍산,103140,2008/12,,,,,,,,,,,,
(주)풍산,103140,2009/12,0,0,5336,158.74,8.3,0,4.95,1.38,0.9,0.25,0,0
(주)풍산,103140,2010/12,35.69,2.29,5460,165.59,8.91,26.38,11.15,4.02,1.66,0.6,27.45,9.89
(주)풍산,103140,2011/12,-48.84,-73.4,1452,178.48,4.28,6.41,20.58,8.74,1.62,0.69,26.05,11.06
(주)풍산,103140,2012/12,3.57,51.44,2199,172.2,4.41,0.66,11.97,7.48,1.06,0.66,6.49,4.06
(주)풍산,103140,2013/12,4.15,-1.99,2156,170.47,4.4,4.2,11.45,7.13,0.95,0.59,9.34,5.82
(주)풍산,103140,2014/12,-4.15,21.89,2628,172.72,4.25,-0.72,10.11,7.24,0.87,0.62,89.54,64.13
(주)풍산,103140,2015/12,-12.96,-29.92,1841,138.57,3.94,-6.02,11.56,8.03,0.78,0.54,2.88,2
(주)풍산,103140,2016/12,96.12,166.76,4912,119.86,7.69,0.43,9.21,4.58,1.06,0.53,7.03,3.49
(주)풍산,103140,2017/12,10.68,9.42,5375,108.5,8.19,4,11.11,6.99,1.31,0.82,15.56,9.79
(주)풍산,103140,2018/12,-55.41,-58.83,2213,93.44,3.87,-5.79,23.91,10.24,1.1,0.47,19.1,8.18
(주)풍산,103140,2019/12,-61.73,-71.58,629,85.18,1.68,-11.65,61.38,37.09,0.69,0.41,5.16,3.12
(주)풍산,103140,2020/12,194.61,308.08,2567,76.44,4.67,5.81,11.2,5.08,0.59,0.27,12.36,5.61
(주)풍산,103140,2021/12,159.16,238.43,8686,86.77,8.95,35.31,5.75,3.2,0.85,0.47,0,0
(주)풍산,103140,2022/12,-26.27,-28.02,6395,84.3,5.3,24.6,5.75,3.72,0.56,0.36,13.81,8.94
(주)하나금융지주,086790,2007/12,,,,,,,,,,,,
(주)하나금융지주,086790,2008/12,,,,,,,,,,,,
(주)하나금융지주,086790,2009/12,,,,,,,,,,,,
(주)하나금융지주,086790,2010/12,,,,,,,,,,,,
(주)하나금융지주,086790,2011/12,,,,,,,,,,,,
(주)하나금융지주,086790,2012/12,,,,,,,,,,,,
(주)하나금융지주,086790,2013/12,,,,,,,,,,,,
(주)하나금융지주,086790,2014/12,,,,,,,,,,,,
(주)하나금융지주,086790,2015/12,,,,,,,,,,,,
(주)하나금융지주,086790,2016/12,,,,,,,,,,,,
(주)하나금융지주,086790,2017/12,,,,,,,,,,,,
(주)하나금융지주,086790,2018/12,,,,,,,,,,,,
(주)하나금융지주,086790,2019/12,,,,,,,,,,,,
(주)하나금융지주,086790,2020/12,,,,,,,,,,,,
(주)하나금융지주,086790,2021/12,,,,,,,,,,,,
(주)하나금융지주,086790,2022/12,,,,,,,,,,,,
(주)하나투어,039130,2007/12,,,,,,,0,0,0,0,0,0
(주)하나투어,039130,2008/12,0,0,445,69.92,7.62,0,0,0,0,0,0,0
(주)하나투어,039130,2009/12,0,0,-474,95.5,-1.94,-29.26,0,0,0,0,0,0
(주)하나투어,039130,2010/12,0,0,2242,118.18,12.26,100.52,0,0,0,0,0,0
(주)하나투어,039130,2011/12,-23.59,-14.72,1930,125.3,9.02,3.8,23.07,18.42,4.52,3.61,9.43,7.53
(주)하나투어,039130,2012/12,63.85,67.72,3198,96.03,12.86,14.95,26.75,11.81,5.8,2.56,21.24,9.37
(주)하나투어,039130,2013/12,1.94,-3.82,2989,95.45,11.44,14.55,28.93,20.52,5.94,4.21,36.6,25.95
(주)하나투어,039130,2014/12,0.21,-1.53,2978,132.66,10.49,9.3,33.58,25.32,6.44,4.85,10.12,7.63
(주)하나투어,039130,2015/12,10.64,-5.08,2877,132.11,9.74,19.19,82.96,31.08,14.72,5.51,69.04,25.87
(주)하나투어,039130,2016/12,-53.22,-74.68,727,145.31,3.51,29.63,140.68,74.01,8.58,4.51,28.59,15.04
(주)하나투어,039130,2017/12,95.06,61.34,1172,150.44,5.98,14.57,52.02,27.91,8.16,4.38,26.53,14.24
(주)하나투어,039130,2018/12,-39.09,-32.52,791,198.53,3,21.39,110.99,48.47,9.2,4.02,71.27,31.12
(주)하나투어,039130,2019/12,-76.13,-191.75,-725,362.44,0.78,-7.86,0,0,9.23,4.62,0,0
(주)하나투어,039130,2020/12,0,0,-13210,461.2,-104.83,-85.64,0,0,6.98,2.98,0,0
(주)하나투어,039130,2021/12,0,0,-3285,645.54,-316.19,-63.26,0,0,14.33,8.39,0,0
(주)하나투어,039130,2022/12,0,0,-4618,356.79,-88.01,185.58,0,0,10.44,5.4,0,0
(주)하이브,352820,2016/12,,,,,,,,,,,,
(주)하이브,352820,2017/12,,,,,,,,,,,,
(주)하이브,352820,2018/12,,,,,,,,,,,,
(주)하이브,352820,2019/12,0,0,47219,109.19,16.82,0,0,0,0,0,0,0
(주)하이브,352820,2020/12,47.37,16.12,2986,60.51,18.27,35.6,10.56,4.24,0.51,0.21,7.7,3.09
(주)하이브,352820,2021/12,30.74,59.59,3625,63.82,15.15,57.72,1408.02,501.08,5.99,2.13,642.49,228.64
(주)하이브,352820,2022/12,24.53,-61.75,1265,66.3,13.34,41.42,295.33,87.66,6.15,1.82,99.48,29.53
(주)한샘,009240,2007/12,0,0,759,112.25,3.61,0,13.78,8.45,1.61,0.99,7.03,4.31
(주)한샘,009240,2008/12,31.35,25.48,991,109,4.65,1.93,10.89,6.17,1.55,0.88,0,0
(주)한샘,009240,2009/12,30.25,10.76,1141,135.88,4.83,25.45,12.34,5.18,1.81,0.76,5.86,2.46
(주)한샘,009240,2010/12,22.06,35.44,1512,78.7,5.98,-1.5,10.7,7.63,1.98,1.41,10.65,7.59
(주)한샘,009240,2011/12,38.16,34.05,2086,95,7.27,13.69,15.37,7.41,3.11,1.5,8.05,3.88
(주)한샘,009240,2012/12,-8.36,0.4,2139,75.35,6.03,10.42,17.18,10.23,3.06,1.82,32.13,19.13
(주)한샘,009240,2013/12,68.93,55.44,3402,91.54,7.93,28.56,21.29,7.3,4.96,1.7,14.45,4.96
(주)한샘,009240,2014/12,38.32,41.26,4793,60.93,8.33,31.59,44.75,14.71,11.49,3.78,71.92,23.65
(주)한샘,009240,2015/12,32.91,32.31,6342,76.67,8.58,29.09,75.88,24.71,21.05,6.86,41.14,13.4
(주)한샘,009240,2016/12,8.76,11.23,7054,66.09,8.25,13.1,57.33,26.5,14.65,6.77,47.57,21.99
(주)한샘,009240,2017/12,-11.94,-24.76,5413,92.21,6.81,6.61,43.78,27.01,11.37,7.01,55.99,34.54
(주)한샘,009240,2018/12,-60.13,-6.23,5103,63.66,2.91,-6.5,63.06,16.25,8.12,2.09,45.77,11.79
(주)한샘,009240,2019/12,-0.47,-52.51,2423,96.09,3.28,-11.93,63.18,31.71,4.72,2.37,29.61,14.86
(주)한샘,009240,2020/12,66.94,52.31,3766,95.5,4.5,21.73,58.26,21.7,5.27,1.96,15.06,5.61
(주)한샘,009240,2021/12,0,0,3266,100.48,3.1,0,69.04,37.53,6.18,3.36,189.05,102.77
(주)한샘,009240,2022/12,0,0,-4412,146.88,-1.08,-10.32,0,0,5.27,2.07,0,0
(주)한섬,020000,2007/12,0,0,1688,12.16,19.69,0,13.28,8.64,1.32,0.86,18.52,12.04
(주)한섬,020000,2008/12,-27.16,17.58,2423,13.25,13.37,7.26,6.18,2.41,0.78,0.31,10.21,3.99
(주)한섬,020000,2009/12,51.73,-5.94,2293,13.51,17.78,14.11,7.9,3.36,0.85,0.36,8.42,3.59
(주)한섬,020000,2010/12,30.12,39.13,3193,13.14,20.02,15.55,7.59,4.72,0.97,0.6,7.64,4.75
(주)한섬,020000,2011/12,27.06,19.71,3902,12.79,22.72,11.96,9.94,5.32,1.33,0.71,15.85,8.49
(주)한섬,020000,2012/12,-38.55,-25.96,2888,15.06,14.31,-2.45,15.34,8.46,1.46,0.81,15.41,8.5
(주)한섬,020000,2013/12,-29.12,-30.83,1998,26.04,10.7,-5.15,16.85,12.31,1.17,0.85,17.64,12.88
(주)한섬,020000,2014/12,-9.25,-14.33,1712,27.11,8.71,11.49,18.02,12.13,1.17,0.79,58.63,39.47
(주)한섬,020000,2015/12,44.65,97.8,3385,15.17,10.72,17.5,13.68,8.69,1.3,0.83,21.94,13.93
(주)한섬,020000,2016/12,8.97,-24.07,2571,17.91,10.12,15.44,19.5,15,1.28,0.98,20.29,15.61
(주)한섬,020000,2017/12,-23.65,-4.64,2451,35.31,4.48,72.57,16.9,11.76,1.01,0.71,20.66,14.37
(주)한섬,020000,2018/12,67.25,38.07,3385,22.68,7.08,5.74,15.49,9.69,1.11,0.69,6.85,4.28
(주)한섬,020000,2019/12,15.84,14.66,3881,26.6,8.46,-3.03,15.91,8.91,1.27,0.71,9.26,5.18
(주)한섬,020000,2020/12,-4.22,-0.2,3873,27.75,8.53,-5.07,10.86,4.53,0.94,0.39,6.18,2.58
(주)한섬,020000,2021/12,0,0,5214,25.53,10.97,0,10.82,6.28,1.12,0.65,6.99,4.06
(주)한섬,020000,2022/12,10.59,7.38,5599,26.05,10.91,11.16,7.82,4.68,0.79,0.47,13.48,8.07
(주)한솔케미칼,014680,2007/12,0,0,476,63.77,5.6,0,30.76,15.38,1.4,0.7,12.51,6.26
(주)한솔케미칼,014680,2008/12,0,0,295,72.44,5.07,0,39.86,12.08,1.22,0.37,7.36,2.23
(주)한솔케미칼,014680,2009/12,83.5,436.73,1623,79.92,9.07,2.56,8.62,2.96,1.34,0.46,4.52,1.55
(주)한솔케미칼,014680,2010/12,6.83,-8.27,1505,83.59,8.05,20.27,14.27,8.39,1.54,0.9,9.2,5.41
(주)한솔케미칼,014680,2011/12,4.71,19.94,1850,111.37,6.93,21.64,18.54,10.65,1.86,1.07,20.67,11.87
(주)한솔케미칼,014680,2012/12,30.03,93.4,3398,97.52,8.4,7.35,9.71,5.58,1.99,1.14,9.98,5.74
(주)한솔케미칼,014680,2013/12,3.63,-43.76,1830,115.64,8.75,-0.57,15.86,11.6,1.99,1.45,8.3,6.06
(주)한솔케미칼,014680,2014/12,1.6,5.56,1932,122.45,8.39,6.01,20.1,12.87,2.44,1.56,11.73,7.51
(주)한솔케미칼,014680,2015/12,73.82,59.39,0,111.14,13.31,9.49,35.78,13.14,5.5,2.02,28.67,10.53
(주)한솔케미칼,014680,2016/12,67.64,63.49,5314,105.12,17.84,25.1,20.57,10.99,4.22,2.26,15.03,8.03
(주)한솔케미칼,014680,2017/12,-3.65,-2.8,4893,85.06,15.18,13.29,21.53,16.52,3.49,2.68,15.42,11.83
(주)한솔케미칼,014680,2018/12,18.24,29.86,6354,77.03,16.08,11.58,15.02,10.88,2.96,2.14,11.08,8.03
(주)한솔케미칼,014680,2019/12,19.05,22.71,7798,80.42,18.96,0.96,17.13,11.33,3.21,2.12,16.97,11.23
(주)한솔케미칼,014680,2020/12,36.37,41.93,11067,60.57,24.53,5.4,21.44,6.86,4.77,1.53,16.89,5.4
(주)한솔케미칼,014680,2021/12,30.11,20.88,13332,55.91,25.72,24.13,34.13,15.71,7.64,3.52,37.47,17.25
(주)한솔케미칼,014680,2022/12,-5.92,4.58,14099,47.02,21,15.19,28.8,15.48,5.58,3,26.91,14.46
(주)한진칼,180640,2013/12,,,,,,,,,,,,
(주)한진칼,180640,2014/12,0,0,8068,48.7,12.08,0,48.59,23.38,0.88,0.42,25.04,12.05
(주)한진칼,180640,2015/12,-1.65,0,-3928,57.65,10.28,15.58,211.02,100.81,1.54,0.74,74.39,35.54
(주)한진칼,180640,2016/12,33.25,0,-7637,86.36,9.99,37.2,0,0,1.05,0.62,32.71,19.43
(주)한진칼,180640,2017/12,16.48,0,3722,61.99,10.03,16.01,6.64,3.51,1.09,0.58,41.5,21.93
(주)한진칼,180640,2018/12,-5.63,0,-602,65.32,8.34,13.5,64.52,30.52,1.33,0.63,0,0
(주)한진칼,180640,2019/12,0,0,-4094,89.6,-0.32,-7.77,98.29,46.13,1.99,0.93,59.51,27.93
(주)한진칼,180640,2020/12,0,0,-4480,109.62,-54.09,-66.03,0,0,3.3,1.11,286.98,96.56
(주)한진칼,180640,2021/12,0,0,247,105.83,-49.38,-3.31,0,0,2.75,1.69,242.54,148.89
(주)한진칼,180640,2022/12,0,0,10143,51.98,7.23,-49.32,11.66,6.05,1.91,0.99,0,0
(주)한화,000880,2007/12,0,0,3257,1310.86,4.94,0,32.94,10.7,5.9,1.92,33.26,10.81
(주)한화,000880,2008/12,13.32,30.93,4347,1303.94,4.66,20.27,19.36,3.38,3.45,0.6,0,0
(주)한화,000880,2009/12,18.55,90.97,8070,1209.07,5.01,10.18,6.43,2.61,1.63,0.66,12.95,5.26
(주)한화,000880,2010/12,-69.18,105.26,16520,186.41,3.2,-51.78,30.32,18.59,1.63,1,23.44,14.37
(주)한화,000880,2011/12,-32.36,-88.29,1934,197.1,2.57,-15.8,63.23,33.08,1.8,0.94,14.6,7.64
(주)한화,000880,2012/12,21.64,130.57,4459,195.98,3.32,-5.6,44.1,28.15,1.23,0.79,11.48,7.32
(주)한화,000880,2013/12,126.43,-58.09,1869,951.62,2.23,236.65,58.95,40.24,1.26,0.86,9.98,6.81
(주)한화,000880,2014/12,-40.28,0,-5240,920.9,1.38,-3.27,31.12,19.26,1.17,0.72,13.38,8.28
(주)한화,000880,2015/12,47.03,0,-4097,967.16,1.83,10.46,113.61,55.66,1.63,0.8,1728.4,846.76
(주)한화,000880,2016/12,122.29,0,6848,988.5,3.58,13.88,31.07,23.4,1.12,0.84,10.1,7.6
(주)한화,000880,2017/12,28.06,-17.55,5619,903.43,4.28,6.97,32.3,20.85,1.7,1.1,8.94,5.77
(주)한화,000880,2018/12,-16.34,15.55,6541,900.11,3.71,-3.3,16.78,9.05,1.46,0.79,19.78,10.67
(주)한화,000880,2019/12,-37.67,-80.79,1051,898.06,2.23,3.43,34.47,20.65,1.05,0.63,17.33,10.38
(주)한화,000880,2020/12,40.54,137.67,2831,932.99,3.11,1.02,26.4,9.02,1.01,0.35,9.55,3.26
(주)한화,000880,2021/12,85.07,321.42,9781,861.49,5.54,3.75,28,20.63,1.07,0.79,12.42,9.15
(주)한화,000880,2022/12,-14.06,45.63,14169,911.43,4.04,17.87,11.26,7.84,1.01,0.7,30.93,21.55
(주)현대미포조선,010620,2007/12,0,0,27357,126.83,13.32,0,15.4,4.37,2.77,0.79,7.13,2.02
(주)현대미포조선,010620,2008/12,49.56,-1.9,26890,244.97,13.96,42.74,11.21,2.53,2.69,0.61,13.44,3.04
(주)현대미포조선,010620,2009/12,-23.35,-27.06,19578,160.01,10.99,-2.61,8.93,4.13,1.32,0.61,0,0
(주)현대미포조선,010620,2010/12,54.22,30.09,25270,121.55,16.5,2.69,10.51,4.46,1.16,0.49,7.47,3.17
(주)현대미포조선,010620,2011/12,-44.66,-59.43,10201,129.55,8.17,11.74,20.45,7.95,1.47,0.57,0,0
(주)현대미포조선,010620,2012/12,-75.46,-51.69,4928,127.63,2.1,-4.51,30.01,18.42,1.06,0.65,0,0
(주)현대미포조선,010620,2013/12,0,0,-12137,215.57,-6.9,-9.73,0,0,1.21,0.67,87.27,48.25
(주)현대미포조선,010620,2014/12,0,0,-32296,422.36,-21.87,-0.46,0,0,2.13,0.75,0,0
(주)현대미포조선,010620,2015/12,0,0,1935,425.27,1.43,17.26,76.38,34.29,1.18,0.53,0,0
(주)현대미포조선,010620,2016/12,211.7,-9.47,1734,308.54,4.92,-9.3,42.51,24.96,0.79,0.46,0,0
(주)현대미포조선,010620,2017/12,-47.98,1163.81,21910,255.66,4.4,-41.86,5.74,2.67,1.1,0.51,0,0
(주)현대미포조선,010620,2018/12,-34.32,-80.54,2132,49.48,2.95,-2.05,26.64,12.57,1.03,0.49,0,0
(주)현대미포조선,010620,2019/12,30.64,-37.36,1335,43.61,3.09,24.6,61.81,33.64,1.16,0.63,0,0
(주)현대미포조선,010620,2020/12,-60.39,0,-489,52.02,1.31,-6.75,0,0,0.92,0.35,9.12,3.43
(주)현대미포조선,010620,2021/12,0,0,-4004,75.94,-7.53,3.41,0,0,1.8,0.77,84.38,36.33
(주)현대미포조선,010620,2022/12,0,0,-1118,118.28,-2.93,28.74,0,0,2.22,1.24,30.21,16.84
(주)현대백화점,069960,2007/12,0,0,9709,67.37,18.37,0,16.37,8.84,2.27,1.23,20.22,10.92
(주)현대백화점,069960,2008/12,6.11,21.14,11755,62.2,18.78,3.82,12.71,4.19,1.9,0.63,18.8,6.2
(주)현대백화점,069960,2009/12,10.3,6.69,12579,64.24,19.48,6.33,12.07,4.99,1.69,0.7,13.89,5.74
(주)현대백화점,069960,2010/12,-25.45,41.68,14851,60.06,30.87,-52.96,17.81,11.09,1.84,1.15,12.05,7.5
(주)현대백화점,069960,2011/12,14.77,3.08,15183,63.19,31.28,13.26,18.13,10.82,2.21,1.32,28.4,16.95
(주)현대백화점,069960,2012/12,-5.3,-7.08,13974,66.85,28.05,5.62,19.7,12.19,1.86,1.15,16.94,10.48
(주)현대백화점,069960,2013/12,-7.75,-7.15,12975,57.94,25.64,0.91,17.86,14.89,1.56,1.3,16.03,13.37
(주)현대백화점,069960,2014/12,-7.52,-10.19,11652,50.01,23.43,1.18,17.83,12.49,1.4,0.98,13.26,9.29
(주)현대백화점,069960,2015/12,-0.23,-10.25,10554,52.84,21.9,6.77,21.74,13.63,1.39,0.87,27.32,17.14
(주)현대백화점,069960,2016/12,5.61,14.47,12101,52.82,20.92,10.55,15.79,11.5,1.09,0.79,10.94,7.98
(주)현대백화점,069960,2017/12,2.74,-8,11242,46.77,21.3,0.89,13.9,9.9,0.84,0.6,9.6,6.84
(주)현대백화점,069960,2018/12,-9.4,-5.81,10594,44.72,19.15,0.76,7.68,5.25,0.77,0.53,5.62,3.84
(주)현대백화점,069960,2019/12,-18.06,-18.76,8639,53.1,13.29,18.08,12.68,8.03,0.65,0.41,6.92,4.38
(주)현대백화점,069960,2020/12,-53.51,-63.78,3172,73.02,5.98,3.37,20.97,12.08,0.56,0.32,8.16,4.7
(주)현대백화점,069960,2021/12,94.58,169.3,8652,71.64,7.4,57.16,14.91,10.25,0.58,0.4,5.54,3.81
(주)현대백화점,069960,2022/12,21.4,-23.92,6593,89.55,6.4,40.36,11.75,7.62,0.46,0.3,6.15,3.99
(주)현대지에프홀딩스,005440,2007/12,0,0,6041,53.46,3.9,0,22.1,9.91,1.38,0.62,20.11,9.02
(주)현대지에프홀딩스,005440,2008/12,-4.98,66.08,10510,41.36,3.61,2.77,9.75,3.66,1.14,0.43,0,0
(주)현대지에프홀딩스,005440,2009/12,15.06,-15.05,8544,34.1,4.15,0.16,11.39,5.77,0.83,0.42,36.68,18.58
(주)현대지에프홀딩스,005440,2010/12,63.97,111.24,1419,29.26,5.59,21.64,217.31,19.1,8.78,0.77,447.94,39.38
(주)현대지에프홀딩스,005440,2011/12,15.73,-12.97,989,35.01,4.81,34.61,42.08,22.75,1.59,0.86,31.84,17.21
(주)현대지에프홀딩스,005440,2012/12,20.22,-5.47,919,35.91,4.96,16.43,35.64,25.98,1.56,1.14,39.01,28.43
(주)현대지에프홀딩스,005440,2013/12,-11.59,13.66,1041,35.13,3.87,13.25,36.74,28.28,1.49,1.15,45.91,35.33
(주)현대지에프홀딩스,005440,2014/12,14.48,7.41,1118,36.28,3.98,11.52,39.53,28.75,1.8,1.31,42.85,31.16
(주)현대지에프홀딩스,005440,2015/12,12.45,-6.98,1040,33.12,4.16,7.47,48.77,28.84,2.31,1.36,50.67,29.96
(주)현대지에프홀딩스,005440,2016/12,19.64,4.48,1087,35.76,4.17,19.36,42.59,25.9,1.99,1.21,25.64,15.59
(주)현대지에프홀딩스,005440,2017/12,-17.2,19.52,1299,36.88,3.44,0.48,18.23,14.07,1.41,1.09,26.86,20.74
(주)현대지에프홀딩스,005440,2018/12,57.58,-9.04,1181,34.4,4.22,28.33,20.27,14.12,1.24,0.87,24.13,16.8
(주)현대지에프홀딩스,005440,2019/12,-34.5,-46.87,628,40.17,2.88,-3.92,23.85,17.12,1.09,0.78,18.76,13.46
(주)현대지에프홀딩스,005440,2020/12,-12.59,29.82,815,40.1,2.43,3.65,30.84,12.48,0.85,0.34,27.17,10.99
(주)현대지에프홀딩스,005440,2021/12,-25.4,-38.91,498,40.69,1.68,7.65,19.31,12.57,0.82,0.53,13.41,8.73
(주)현대지에프홀딩스,005440,2022/12,2.41,28.53,640,45.05,1.53,12.54,11.76,7.5,0.64,0.41,13.28,8.46
(주)현대홈쇼핑,057050,2007/12,,,,,,,0,0,0,0,0,0
(주)현대홈쇼핑,057050,2008/12,,,,,,,0,0,0,0,0,0
(주)현대홈쇼핑,057050,2009/12,,,,,,,0,0,0,0,0,0
(주)현대홈쇼핑,057050,2010/12,0,0,13872,30.44,22.73,0,14.13,9.77,2.33,1.61,11.28,7.8
