회사명,거래소코드,회계년도,정상영업이익증가율(IFRS),순이익증가율(IFRS),1주당순이익(IFRS)(원),부채비율(IFRS),매출액정상영업이익률(IFRS)
아세아(주),002030,2020/12,-6.79,-12.03,4922,8.92,57.42
아세아(주),002030,2021/12,2.57,50.67,7593,7.71,56.31
아세아(주),002030,2022/12,14.86,-14.33,6589,7.76,57.42
아세아시멘트(주),183190,2013/12,,,,,
아세아시멘트(주),183190,2014/12,0,0,11881,35.17,12.89
아세아시멘트(주),183190,2015/12,-5.38,-19.04,9619,29.9,11.67
아세아시멘트(주),183190,2016/12,-6.75,9.73,10555,28.58,10.7
아세아시멘트(주),183190,2017/12,10.15,78.42,18832,29.1,11.4
아세아시멘트(주),183190,2018/12,-50.62,-88.14,1925,58.25,6.33
아세아시멘트(주),183190,2019/12,13.28,93,3647,53.98,7.32
아세아시멘트(주),183190,2020/12,-26.78,0.64,3670,46.9,5.81
아세아시멘트(주),183190,2021/12,167.45,298.2,14615,46.05,13.73
아세아시멘트(주),183190,2022/12,35.09,-12.98,1272,39.72,15.45
아세아제지(주),002310,2003/12,,,,,
아세아제지(주),002310,2004/12,,,,,
아세아제지(주),002310,2005/12,,,,,
아세아제지(주),002310,2006/12,,,,,
아세아제지(주),002310,2007/12,0,0,448,75.51,10.27
아세아제지(주),002310,2008/12,-25.59,-18.11,367,86.21,6.55
아세아제지(주),002310,2009/12,25.81,553.98,2398,55.31,8.13
아세아제지(주),002310,2010/12,-44.22,-98.47,38,58.8,3.67
아세아제지(주),002310,2011/12,-17.43,1702.71,686,59.42,2.78
아세아제지(주),002310,2012/12,238.27,462.37,3860,49.31,10.2
아세아제지(주),002310,2013/12,-12.75,-14.93,2147,27.72,5.76
아세아제지(주),002310,2014/12,-18.94,-20.37,1710,25.51,5.12
아세아제지(주),002310,2015/12,-59.89,0,-2791,26.25,2.06
아세아제지(주),002310,2016/12,200.57,0,2151,30.76,5.83
아세아제지(주),002310,2017/12,-26.04,4.22,2241,28.69,3.64
아세아제지(주),002310,2018/12,372.27,228.33,7341,19.94,16.53
아세아제지(주),002310,2019/12,-37.27,-30.95,5069,16.29,12
아세아제지(주),002310,2020/12,1.26,-3.62,4886,13.72,11.89
아세아제지(주),002310,2021/12,1.39,16.19,5677,13.35,9.6
아세아제지(주),002310,2022/12,49.14,27.75,7252,12.59,12.85
아시아나아이디티(주),267850,2004/12,,,,,
아시아나아이디티(주),267850,2005/12,,,,,
아시아나아이디티(주),267850,2006/12,,,,,
아시아나아이디티(주),267850,2007/12,,,,,
아시아나아이디티(주),267850,2008/12,,,,,
아시아나아이디티(주),267850,2009/12,,,,,
아시아나아이디티(주),267850,2010/12,0,0,17506,239.59,7.84
아시아나아이디티(주),267850,2011/12,-25.43,-20.7,13882,197.17,5.3
아시아나아이디티(주),267850,2012/12,-48.13,-49.44,7018,133.38,3.63
아시아나아이디티(주),267850,2013/12,7.67,11.39,7817,69.5,4.1
아시아나아이디티(주),267850,2014/12,48.08,15.49,9028,61.92,6.12
아시아나아이디티(주),267850,2015/12,3.22,24.3,11222,55.75,6.05
아시아나아이디티(주),267850,2016/12,15.72,-2.81,10907,58.98,6.55
아시아나아이디티(주),267850,2017/12,28.04,48.56,1620,46.29,8.26
아시아나아이디티(주),267850,2018/12,-24.83,-14.2,1373,37.61,6.63
아시아나아이디티(주),267850,2019/12,-28.01,-72.56,344,61.86,4.73
아시아나아이디티(주),267850,2020/12,-24.74,0,-737,57.32,4.47
아시아나아이디티(주),267850,2021/12,-16.82,0,2375,42.78,4.17
아시아나아이디티(주),267850,2022/12,40.44,-67.39,774,28.53,5.64
아시아나항공(주),020560,2003/12,,,,,
아시아나항공(주),020560,2004/12,,,,,
아시아나항공(주),020560,2005/12,,,,,
아시아나항공(주),020560,2006/12,,,,,
아시아나항공(주),020560,2007/12,0,0,607,273.82,4.7
아시아나항공(주),020560,2008/12,0,0,-1297,662.02,-1.24
아시아나항공(주),020560,2009/12,0,0,-1520,694.62,-6.09
아시아나항공(주),020560,2010/12,0,0,1372,636.34,11.29
아시아나항공(주),020560,2011/12,-39.65,-93.19,91,550.36,6.44
아시아나항공(주),020560,2012/12,-61.4,208.2,261,505.95,2.35
아시아나항공(주),020560,2013/12,0,0,-733,642.49,-1.13
아시아나항공(주),020560,2014/12,0,0,-488,715.41,0.76
아시아나항공(주),020560,2015/12,-77.84,0,-779,991.48,0.18
아시아나항공(주),020560,2016/12,2406.45,0,284,892.43,4.34
아시아나항공(주),020560,2017/12,7.62,168.95,731,720.25,4.36
아시아나항공(주),020560,2018/12,0,0,-469,814.85,-0.57
아시아나항공(주),020560,2019/12,0,0,-3523,1795.11,-8.22
아시아나항공(주),020560,2020/12,0,0,-5342,1343.8,-1.77
아시아나항공(주),020560,2021/12,0,0,-2526,2282.35,11.12
아시아나항공(주),020560,2022/12,60.9,0,2079,1482.04,13.03
아이에스동서(주),010780,2003/12,,,,,
아이에스동서(주),010780,2004/12,,,,,
아이에스동서(주),010780,2005/12,,,,,
아이에스동서(주),010780,2006/12,,,,,
아이에스동서(주),010780,2007/12,0,0,1274,19.18,6.42
아이에스동서(주),010780,2008/12,0,0,-749,71.66,-4.05
아이에스동서(주),010780,2009/12,0,0,1522,63.49,8.32
아이에스동서(주),010780,2010/12,16.22,-3.37,975,90.46,7.88
아이에스동서(주),010780,2011/12,-34.1,-41.55,517,110.45,5.07
아이에스동서(주),010780,2012/12,16.77,-22.7,387,140.01,4.23
아이에스동서(주),010780,2013/12,84.65,132.81,901,110.01,7.29
아이에스동서(주),010780,2014/12,70.7,112.54,1914,127.08,10.58
아이에스동서(주),010780,2015/12,53.17,108.25,3822,185.29,13.8
아이에스동서(주),010780,2016/12,158.37,108.59,7340,103.25,18.08
아이에스동서(주),010780,2017/12,9.85,-15.05,5873,91.98,18.5
아이에스동서(주),010780,2018/12,25.29,33.27,7805,86.4,25.1
아이에스동서(주),010780,2019/12,-85.79,-73.5,2065,128.25,6.89
아이에스동서(주),010780,2020/12,223.15,95.52,4080,171.91,18.86
아이에스동서(주),010780,2021/12,45.69,-11.91,3604,148.35,20.29
아이에스동서(주),010780,2022/12,19.42,73.59,6256,127.99,16.93
아주스틸(주),139990,2004/12,,,,,
아주스틸(주),139990,2005/12,,,,,
아주스틸(주),139990,2006/12,,,,,
아주스틸(주),139990,2007/12,,,,,
아주스틸(주),139990,2008/12,,,,,
아주스틸(주),139990,2009/12,,,,,
아주스틸(주),139990,2010/12,,,,,
아주스틸(주),139990,2011/12,,,,,
아주스틸(주),139990,2012/12,,,,,
아주스틸(주),139990,2013/12,,,,,
아주스틸(주),139990,2014/12,,,,,
아주스틸(주),139990,2015/12,,,,,
아주스틸(주),139990,2016/12,,,,,
아주스틸(주),139990,2017/12,,,,,
아주스틸(주),139990,2018/12,,,,,
아주스틸(주),139990,2019/12,,,,,
아주스틸(주),139990,2020/12,0,0,1202,160.23,5.68
아주스틸(주),139990,2021/12,63.59,139.82,1458,109.9,5.32
아주스틸(주),139990,2022/12,-89.75,-88.8,143,139.01,0.56
애경산업(주),018250,2003/12,,,,,
애경산업(주),018250,2004/12,,,,,
애경산업(주),018250,2005/12,,,,,
애경산업(주),018250,2006/12,,,,,
애경산업(주),018250,2007/12,,,,,
애경산업(주),018250,2008/12,,,,,
애경산업(주),018250,2009/12,,,,,
애경산업(주),018250,2010/12,,,,,
애경산업(주),018250,2011/12,,,,,
애경산업(주),018250,2012/12,,,,,
애경산업(주),018250,2013/12,,,,,
애경산업(주),018250,2014/12,,,,,
애경산업(주),018250,2015/12,0,0,4178,175.93,5.69
애경산업(주),018250,2016/12,52.96,25.32,5053,150.1,7.89
애경산업(주),018250,2017/12,25.29,77.99,1799,86.89,7.96
애경산업(주),018250,2018/12,54.6,55.04,2358,31.94,11.1
애경산업(주),018250,2019/12,-22.36,-31.27,1551,33.08,8.61
애경산업(주),018250,2020/12,-62.4,-71.29,448,30.15,3.87
애경산업(주),018250,2021/12,8.47,29.49,580,24.27,4.31
애경산업(주),018250,2022/12,53.12,8.61,629,32.53,6.37
애경케미칼(주),161000,2012/12,,,,,
애경케미칼(주),161000,2013/12,0,0,10422,126.25,3.59
애경케미칼(주),161000,2014/12,12.63,-18.23,8521,92.43,4.18
애경케미칼(주),161000,2015/12,-19.58,-8.62,7787,45.49,4.26
애경케미칼(주),161000,2016/12,131.15,96.43,1530,49.85,10.12
애경케미칼(주),161000,2017/12,0.58,34.58,2080,41.1,9.42
애경케미칼(주),161000,2018/12,-29.19,-39.04,1273,33.7,6.06
애경케미칼(주),161000,2019/12,-11.36,25.08,1592,24.8,5.74
애경케미칼(주),161000,2020/12,19.75,-23.17,1223,22.86,7.73
애경케미칼(주),161000,2021/12,62.82,59.95,1837,62.04,8.09
애경케미칼(주),161000,2022/12,0.18,-8.83,1169,52.4,5.29
에스디바이오센서(주),137310,2010/12,,,,,
에스디바이오센서(주),137310,2011/12,,,,,
에스디바이오센서(주),137310,2012/12,,,,,
에스디바이오센서(주),137310,2013/12,,,,,
에스디바이오센서(주),137310,2014/12,,,,,
에스디바이오센서(주),137310,2015/12,,,,,
에스디바이오센서(주),137310,2016/12,,,,,
에스디바이오센서(주),137310,2017/12,,,,,
에스디바이오센서(주),137310,2018/12,,,,,
에스디바이오센서(주),137310,2019/12,,,,,
에스디바이오센서(주),137310,2020/12,0,0,6277,86.74,47.83
에스디바이오센서(주),137310,2021/12,92.78,82,10931,34.67,47.86
에스디바이오센서(주),137310,2022/12,-18.15,-15.21,8923,9.21,39.54
에스엘(주),005850,2003/03,,,,,
에스엘(주),005850,2004/03,,,,,
에스엘(주),005850,2005/03,,,,,
에스엘(주),005850,2006/03,,,,,
에스엘(주),005850,2007/03,0,0,1250,105.12,1.68
에스엘(주),005850,2008/03,165.4,-4.93,884,57.51,3.9
에스엘(주),005850,2009/03,16.42,0,-1421,75.14,4.61
에스엘(주),005850,2010/03,15.84,0,2747,42.34,4.86
에스엘(주),005850,2011/03,96.9,-45.08,1426,58.08,6.44
에스엘(주),005850,2012/12,0,0,688,38.1,1.83
에스엘(주),005850,2013/12,-18.59,48.26,1020,29.01,1.49
에스엘(주),005850,2014/12,122.24,38.25,1410,30.83,3.41
에스엘(주),005850,2015/12,34.61,8.62,1532,34.22,4.35
에스엘(주),005850,2016/12,26.26,25.22,1918,28.95,5.1
에스엘(주),005850,2017/12,0.8,103.35,3900,20.19,4.56
에스엘(주),005850,2018/12,-83.17,-79.47,801,25.12,0.75
에스엘(주),005850,2019/12,701.37,201.77,1888,36.92,3.15
에스엘(주),005850,2020/12,134.65,12.12,1984,31.01,5.98
에스엘(주),005850,2021/12,27.85,44.42,2877,29.83,6.67
에스엘(주),005850,2022/12,29.49,23.45,3551,29.27,7.32
에스지씨에너지(주),005090,2003/12,,,,,
에스지씨에너지(주),005090,2004/12,,,,,
에스지씨에너지(주),005090,2005/12,,,,,
에스지씨에너지(주),005090,2006/12,,,,,
에스지씨에너지(주),005090,2007/12,0,0,2732,118.56,7.01
에스지씨에너지(주),005090,2008/12,-4.86,36.55,3742,110.04,5.9
에스지씨에너지(주),005090,2009/12,102,48.22,5655,103.61,11.14
에스지씨에너지(주),005090,2010/12,-17.11,4.95,5935,128.81,8.56
에스지씨에너지(주),005090,2011/12,-41.08,-21.32,4680,142.77,4.7
에스지씨에너지(주),005090,2012/12,-11.99,-31.27,3207,162.33,4.07
에스지씨에너지(주),005090,2013/12,27.9,-44.15,1759,176.95,5.15
에스지씨에너지(주),005090,2014/12,-42.53,-7.14,1648,170.25,3.01
에스지씨에너지(주),005090,2015/12,89.91,46.68,2401,161.28,5.47
에스지씨에너지(주),005090,2016/12,-79.28,0,-419,165.13,1.21
에스지씨에너지(주),005090,2017/12,0,0,-1541,169.25,-6.32
에스지씨에너지(주),005090,2018/12,0,0,-5830,180.15,-8.69
에스지씨에너지(주),005090,2019/12,0,0,-1719,161.2,-0.96
에스지씨에너지(주),005090,2020/12,0,0,326,195.65,8.07
에스지씨에너지(주),005090,2021/12,1232.24,742.37,2781,174.25,16.15
에스지씨에너지(주),005090,2022/12,80.5,104.87,5735,167.8,15.03
에스케이(주),034730,2003/12,,,,,
에스케이(주),034730,2004/12,,,,,
에스케이(주),034730,2005/12,,,,,
에스케이(주),034730,2006/12,,,,,
에스케이(주),034730,2007/12,0,0,9887,160.56,6.86
에스케이(주),034730,2008/12,12.1,-26.28,7288,179.17,7
에스케이(주),034730,2009/12,43.07,-0.96,2887,160.25,9.72
에스케이(주),034730,2010/12,8.59,-22.24,2256,240.26,9.4
에스케이(주),034730,2011/12,26.58,31.74,3114,175.89,10.84
에스케이(주),034730,2012/12,3.19,-14.08,2727,245.83,11.84
에스케이(주),034730,2013/12,16.16,-1.91,2742,236.36,11.65
에스케이(주),034730,2014/12,12.79,92.82,5458,198.44,12.02
에스케이(주),034730,2015/12,6.53,2321.94,117516,53.23,12.24
에스케이(주),034730,2016/12,234.91,-88.98,11457,54.13,27.18
에스케이(주),034730,2017/12,2.73,-4.61,10924,61.84,35.09
에스케이(주),034730,2018/12,22.02,137.47,25988,62.34,39.7
에스케이(주),034730,2019/12,39.58,-2.28,25632,68.14,45.63
에스케이(주),034730,2020/12,11.96,20.8,32732,59.07,47.73
에스케이(주),034730,2021/12,-49.93,-12.6,28456,72.37,30.19
에스케이(주),034730,2022/12,33.56,-63.7,9645,79.08,32.9
에스케이가스(주),018670,2003/12,,,,,
에스케이가스(주),018670,2004/12,,,,,
에스케이가스(주),018670,2005/12,,,,,
에스케이가스(주),018670,2006/12,,,,,
에스케이가스(주),018670,2007/12,0,0,8439,117.13,2.25
에스케이가스(주),018670,2008/12,263.68,-28.55,6034,175.93,4.9
에스케이가스(주),018670,2009/12,-89.49,0,-4301,179.27,0.65
에스케이가스(주),018670,2010/12,286.53,0,11826,149.33,2.25
에스케이가스(주),018670,2011/12,36.17,-2.7,11485,143.69,2.76
에스케이가스(주),018670,2012/12,-16.18,-1.18,11269,174.85,2.49
에스케이가스(주),018670,2013/12,-23.26,0.17,10141,91.16,2.32
에스케이가스(주),018670,2014/12,-15.53,3.91,10435,90.19,1.9
에스케이가스(주),018670,2015/12,-34.41,-32.59,6966,101.33,1.9
에스케이가스(주),018670,2016/12,74.39,46.57,10111,101.29,2.79
에스케이가스(주),018670,2017/12,-12.2,-3.55,9657,111.38,1.99
에스케이가스(주),018670,2018/12,-12.47,4.73,10016,114.11,1.5
에스케이가스(주),018670,2019/12,113.38,-13.97,8534,138.53,3.88
에스케이가스(주),018670,2020/12,22.01,145.39,20721,142.91,5.17
에스케이가스(주),018670,2021/12,-47.53,22.63,25317,150.26,1.97
에스케이가스(주),018670,2022/12,333.98,18.34,29961,141.35,6.13
에스케이네트웍스(주),001740,2003/12,,,,,
에스케이네트웍스(주),001740,2004/12,,,,,
에스케이네트웍스(주),001740,2005/12,,,,,
에스케이네트웍스(주),001740,2006/12,,,,,
에스케이네트웍스(주),001740,2007/12,0,0,2422,283.21,2.12
에스케이네트웍스(주),001740,2008/12,10.66,-84.32,385,238.9,1.9
에스케이네트웍스(주),001740,2009/12,-20.62,-45.47,210,151.05,1.55
에스케이네트웍스(주),001740,2010/12,-23.97,202.84,616,196.56,1.06
에스케이네트웍스(주),001740,2011/12,30.3,-9.7,556,228.01,1.24
에스케이네트웍스(주),001740,2012/12,-10.71,0,-346,226.65,1.14
에스케이네트웍스(주),001740,2013/12,-52.37,0,-2138,235.24,0.58
에스케이네트웍스(주),001740,2014/12,32.85,0,47,229.78,0.9
에스케이네트웍스(주),001740,2015/12,-2.23,569.36,314,215.19,0.97
에스케이네트웍스(주),001740,2016/12,-21.9,0,-279,234.94,0.81
에스케이네트웍스(주),001740,2017/12,-41.77,0,-93,185.81,0.6
에스케이네트웍스(주),001740,2018/12,-25.68,0,21,210.39,0.49
에스케이네트웍스(주),001740,2019/12,0,0,-357,266.73,-0.37
에스케이네트웍스(주),001740,2020/12,0,0,17,197.42,-0.57
에스케이네트웍스(주),001740,2021/12,0,1378.5,255,177.67,-0.29
에스케이네트웍스(주),001740,2022/12,0,-89.09,28,151.59,0.03
에스케이디스커버리(주),006120,2003/12,,,,,
에스케이디스커버리(주),006120,2004/12,,,,,
에스케이디스커버리(주),006120,2005/12,,,,,
에스케이디스커버리(주),006120,2006/12,,,,,
에스케이디스커버리(주),006120,2007/12,0,0,1634,191.17,4.63
에스케이디스커버리(주),006120,2008/12,59.41,-78.71,340,168.37,6.85
에스케이디스커버리(주),006120,2009/12,13.34,1795.91,6931,121.46,6.61
에스케이디스커버리(주),006120,2010/12,-18.3,-67.92,2164,99.5,5.16
에스케이디스커버리(주),006120,2011/12,-6.19,-22.76,1679,120.55,4.18
에스케이디스커버리(주),006120,2012/12,-25.15,27.53,2162,131.4,3.28
에스케이디스커버리(주),006120,2013/12,47.33,-32.69,1431,149.55,4.8
에스케이디스커버리(주),006120,2014/12,-50.07,0,-1199,150.78,2.89
에스케이디스커버리(주),006120,2015/12,-48.06,0,5855,104.73,1.78
에스케이디스커버리(주),006120,2016/12,155.89,-90.26,483,96.04,4.13
에스케이디스커버리(주),006120,2017/12,-74.44,5142.34,26111,41.74,73.06
에스케이디스커버리(주),006120,2018/12,-37.45,-94.56,1856,28.68,49.57
에스케이디스커버리(주),006120,2019/12,100.32,0,-123,15.88,60.7
에스케이디스커버리(주),006120,2020/12,-41.04,0,781,25.46,42.54
에스케이디스커버리(주),006120,2021/12,146.93,137.34,1898,63.3,62.49
에스케이디스커버리(주),006120,2022/12,142.85,320.92,8235,54.02,73.17
에스케이디앤디(주),210980,2006/12,,,,,
에스케이디앤디(주),210980,2007/12,,,,,
에스케이디앤디(주),210980,2008/12,,,,,
에스케이디앤디(주),210980,2009/12,,,,,
에스케이디앤디(주),210980,2010/12,,,,,
에스케이디앤디(주),210980,2011/12,,,,,
에스케이디앤디(주),210980,2012/12,,,,,
에스케이디앤디(주),210980,2013/12,,,,,
에스케이디앤디(주),210980,2014/12,0,0,14321,222.5,14.4
에스케이디앤디(주),210980,2015/12,11.77,6.13,2194,152.61,12.16
에스케이디앤디(주),210980,2016/12,52.43,38.8,2615,238.75,15.46
에스케이디앤디(주),210980,2017/12,-35.05,90.55,3322,230.36,8.44
에스케이디앤디(주),210980,2018/12,207.26,3.79,3440,277.3,15.41
에스케이디앤디(주),210980,2019/12,-52.75,-44.87,1617,230.66,11.33
에스케이디앤디(주),210980,2020/12,131.39,97.55,2288,187.99,17.08
에스케이디앤디(주),210980,2021/12,-28.66,103.42,5465,170.51,10.24
에스케이디앤디(주),210980,2022/12,-42.1,-40.08,2972,179.21,7.7
에스케이렌터카(주),068400,2003/12,,,,,
에스케이렌터카(주),068400,2004/12,,,,,
에스케이렌터카(주),068400,2005/12,,,,,
에스케이렌터카(주),068400,2006/12,,,,,
에스케이렌터카(주),068400,2007/12,0,0,545,585.41,13.28
에스케이렌터카(주),068400,2008/12,-21.41,-92.82,36,697.17,8.15
에스케이렌터카(주),068400,2009/12,27.24,616.33,259,534.87,10.26
에스케이렌터카(주),068400,2010/12,49.97,170.78,682,418.98,11.46
에스케이렌터카(주),068400,2011/12,6.83,13.03,739,443.92,11.49
에스케이렌터카(주),068400,2012/12,5.8,40.26,860,304.61,11.83
에스케이렌터카(주),068400,2013/12,-6.44,6.25,786,315.92,9.32
에스케이렌터카(주),068400,2014/12,1.6,7.21,842,325.98,8.53
에스케이렌터카(주),068400,2015/12,-2.69,0.47,847,353.21,8
에스케이렌터카(주),068400,2016/12,-11.23,-29.06,603,384.06,6.66
에스케이렌터카(주),068400,2017/12,14.25,2.47,617,369.08,7.01
에스케이렌터카(주),068400,2018/12,-42.6,0,-16,373.06,3.94
에스케이렌터카(주),068400,2019/12,74.6,0,707,376.27,6.48
에스케이렌터카(주),068400,2020/12,62.16,-0.37,421,382.6,7.8
에스케이렌터카(주),068400,2021/12,15.53,58.57,542,488.98,7.5
에스케이렌터카(주),068400,2022/12,21.28,-13.79,467,544.45,7.57
에스케이바이오사이언스(주),302440,2018/12,,,,,
에스케이바이오사이언스(주),302440,2019/12,0,0,7195,73.58,12.39
에스케이바이오사이언스(주),302440,2020/12,65.42,124.08,537,113.14,16.71
에스케이바이오사이언스(주),302440,2021/12,1157.53,979.79,4844,31.77,51.05
에스케이바이오사이언스(주),302440,2022/12,-75.67,-65.42,1601,22.95,25.26
에스케이바이오팜(주),326030,2011/12,,,,,
에스케이바이오팜(주),326030,2012/12,0,0,-840,14.07,-75.48
에스케이바이오팜(주),326030,2013/12,0,0,-1052,16.17,-79.26
에스케이바이오팜(주),326030,2014/12,0,0,-763,11.35,-56.33
에스케이바이오팜(주),326030,2015/12,0,0,-918,10.94,-473.19
에스케이바이오팜(주),326030,2016/12,0,0,-343,19.45,-92676.2
에스케이바이오팜(주),326030,2017/12,0,0,-1982,98.83,0
에스케이바이오팜(주),326030,2018/12,0,0,-2283,104.04,-13412.65
에스케이바이오팜(주),326030,2019/12,0,0,-1400,0,-70.77
에스케이바이오팜(주),326030,2020/12,0,0,-3235,28.59,-352.07
에스케이바이오팜(주),326030,2021/12,0,0,1421,35.74,31.39
에스케이바이오팜(주),326030,2022/12,0,0,-2023,89.5,-67.72
에스케이스퀘어(주),402340,2021/12,,,,,
에스케이스퀘어(주),402340,2022/12,0,0,3064,1.89,87.34
에스케이씨(주),011790,2003/12,,,,,
에스케이씨(주),011790,2004/12,,,,,
에스케이씨(주),011790,2005/12,,,,,
에스케이씨(주),011790,2006/12,,,,,
에스케이씨(주),011790,2007/12,0,0,2241,128.61,4.83
에스케이씨(주),011790,2008/12,75.84,-87.01,284,122.22,7.07
에스케이씨(주),011790,2009/12,3.46,1.26,288,105,6.17
에스케이씨(주),011790,2010/12,111.84,813.73,2628,96.31,10.77
에스케이씨(주),011790,2011/12,45.74,47.73,3881,104.3,13.63
에스케이씨(주),011790,2012/12,-28.24,-41.84,2255,119.06,9.37
에스케이씨(주),011790,2013/12,-17.59,-22.41,1749,113.16,7.35
에스케이씨(주),011790,2014/12,0.57,24.13,2168,102.6,7.2
에스케이씨(주),011790,2015/12,47.87,221.07,6891,75.09,12.51
에스케이씨(주),011790,2016/12,-51.64,-64.97,2379,74.73,7.08
에스케이씨(주),011790,2017/12,42.36,-56.78,1070,74.88,9.92
에스케이씨(주),011790,2018/12,-10.1,27.89,1369,78.51,8.85
에스케이씨(주),011790,2019/12,-66.46,-71.1,396,85.08,3.41
에스케이씨(주),011790,2020/12,-69.19,3183.68,12991,52.91,2.32
에스케이씨(주),011790,2021/12,5.01,-96.36,469,64.44,2.46
에스케이씨(주),011790,2022/12,427.27,606.32,3592,76.81,64.1
에스케이아이이테크놀로지(주),361610,2019/12,,,,,
에스케이아이이테크놀로지(주),361610,2020/12,0,0,1566,35.06,29.84
에스케이아이이테크놀로지(주),361610,2021/12,-67.98,-49.6,668,20.16,11.14
에스케이아이이테크놀로지(주),361610,2022/12,0,0,-1609,22.82,-41.09
에스케이오션플랜트(주),100090,2004/12,,,,,
에스케이오션플랜트(주),100090,2005/12,,,,,
에스케이오션플랜트(주),100090,2006/12,,,,,
에스케이오션플랜트(주),100090,2007/12,0,0,1025,177.23,8.77
에스케이오션플랜트(주),100090,2008/12,126.06,-1.65,835,255.23,13.78
에스케이오션플랜트(주),100090,2009/12,-77.37,0,-547,547.25,2.87
에스케이오션플랜트(주),100090,2010/12,189.82,0,148,586.08,5.31
에스케이오션플랜트(주),100090,2011/12,115.65,655.05,1114,503.05,9.07
에스케이오션플랜트(주),100090,2012/12,-54.14,0,-49,357.88,3.88
에스케이오션플랜트(주),100090,2013/12,0,0,-1131,511.17,-4.25
에스케이오션플랜트(주),100090,2014/12,0,0,287,445.55,6.08
에스케이오션플랜트(주),100090,2015/12,44.12,113.51,592,367.69,7.82
에스케이오션플랜트(주),100090,2016/12,-30.29,-59.71,215,226.39,6.06
에스케이오션플랜트(주),100090,2017/12,0,2886.84,5598,134.05,-11.64
에스케이오션플랜트(주),100090,2018/12,0,0,-2099,150.94,-11.56
에스케이오션플랜트(주),100090,2019/12,0,0,-808,219.21,6.47
에스케이오션플랜트(주),100090,2020/12,14.14,0,182,188.09,5.31
에스케이오션플랜트(주),100090,2021/12,80.59,0,-1359,299.71,7.84
에스케이오션플랜트(주),100090,2022/12,45.86,0,588,128.12,7.89
에스케이케미칼(주),285130,2017/12,,,,,
에스케이케미칼(주),285130,2018/12,0,0,1269,105.89,4.62
에스케이케미칼(주),285130,2019/12,64.46,63.25,2059,177.96,7.73
에스케이케미칼(주),285130,2020/12,-47.15,696.18,16475,97.11,5.25
에스케이케미칼(주),285130,2021/12,70.03,40.21,15451,71.96,7.53
에스케이케미칼(주),285130,2022/12,30.66,-77.1,3586,61.71,8.56
에스케이텔레콤(주),017670,2003/12,,,,,
에스케이텔레콤(주),017670,2004/12,,,,,
에스케이텔레콤(주),017670,2005/12,,,,,
에스케이텔레콤(주),017670,2006/12,,,,,
에스케이텔레콤(주),017670,2007/12,0,0,22607,58.63,19.24
에스케이텔레콤(주),017670,2008/12,-5.14,-22.21,17559,73.52,17.64
에스케이텔레콤(주),017670,2009/12,5.8,0.84,17808,71.66,18.01
에스케이텔레콤(주),017670,2010/12,8.06,51.13,27063,70.34,18.82
에스케이텔레콤(주),017670,2011/12,-11.4,-12.98,24002,71.49,16.63
에스케이텔레콤(주),017670,2012/12,-19.71,-26.65,17832,79.76,13.58
에스케이텔레콤(주),017670,2013/12,17.57,-26.76,12837,71.44,15.32
에스케이텔레콤(주),017670,2014/12,-11.81,13.01,14262,67.72,13.35
에스케이텔레콤(주),017670,2015/12,-4.51,7.6,15233,67.98,13.21
에스케이텔레콤(주),017670,2016/12,7.44,9.99,17001,78.5,14.43
에스케이텔레콤(주),017670,2017/12,-4.74,9.35,18613,70.3,13.62
에스케이텔레콤(주),017670,2018/12,-22.98,-29.84,13000,70.82,11.17
에스케이텔레콤(주),017670,2019/12,-27.33,4.97,13399,77.34,8.32
에스케이텔레콤(주),017670,2020/12,7.68,-22.6,10221,84.36,8.71
에스케이텔레콤(주),017670,2021/12,8.92,41.52,3183,142.93,9.21
에스케이텔레콤(주),017670,2022/12,18.56,-19.03,3921,154.56,10.64
에스케이하이닉스(주),000660,2003/12,,,,,
에스케이하이닉스(주),000660,2004/12,,,,,
에스케이하이닉스(주),000660,2005/12,,,,,
에스케이하이닉스(주),000660,2006/12,,,,,
에스케이하이닉스(주),000660,2007/12,0,0,716,64.52,3.05
에스케이하이닉스(주),000660,2008/12,0,0,-10273,159.31,-33.9
에스케이하이닉스(주),000660,2009/12,0,0,-620,146.22,-1.54
에스케이하이닉스(주),000660,2010/12,0,0,4720,95.96,26.13
에스케이하이닉스(주),000660,2011/12,-83.65,-95.36,218,99.85,5.02
에스케이하이닉스(주),000660,2012/12,0,0,-719,82.77,-6.16
에스케이하이닉스(주),000660,2013/12,0,0,3938,50.7,23.14
에스케이하이닉스(주),000660,2014/12,56.99,34.85,5252,43.42,29.88
에스케이하이닉스(주),000660,2015/12,0.58,6.56,5581,38.97,27.03
에스케이하이닉스(주),000660,2016/12,-40.66,-33.94,3761,35.98,18
에스케이하이닉스(주),000660,2017/12,342.86,280.82,14321,35.22,44.89
에스케이하이닉스(주),000660,2018/12,54.26,52.38,22064,33.55,51.03
에스케이하이닉스(주),000660,2019/12,-90.36,-90.37,2170,25.34,7.83
에스케이하이닉스(주),000660,2020/12,129.21,184.16,6166,29.24,14.89
에스케이하이닉스(주),000660,2021/12,168.01,126.83,13938,44.66,29.32
에스케이하이닉스(주),000660,2022/12,-37.12,-70.83,4058,52.59,20.22
에쓰-오일(주),010950,2003/12,,,,,
에쓰-오일(주),010950,2004/12,,,,,
에쓰-오일(주),010950,2005/12,,,,,
에쓰-오일(주),010950,2006/12,,,,,
